Name	Year	Female	Male
Harley	2002	870	576
Harper	2002	164	73
Haven	2002	401	102
Hayden	2002	418	4140
Hilary	2002	96	
Hunter	2002	472	11083
Imani	2002	966	39
Infant	2002	108	125
Ira	2002	9	137
Ivy	2002	721	8
Jackie	2002	164	148
Jade	2002	3630	103
Jaden	2002	1324	4645
Jadyn	2002	848	188
Jaeden	2002	63	248
Jaelyn	2002	510	41
Jaiden	2002	541	703
Jaidyn	2002	275	53
Jaime	2002	270	1262
Jaimie	2002	100	7
Jamari	2002	31	388
Jamey	2002	30	35
Jamie	2002	1967	425
Jamison	2002	75	298
Jan	2002	6	175
Jayce	2002	58	409
Jayden	2002	1044	3853
Jaylen	2002	168	1598
Jaylin	2002	297	675
Jayme	2002	146	53
Jean	2002	86	261
Jensen	2002	95	100
Jerry	2002	7	1037
Jessie	2002	675	652
Jewel	2002	368	12
Jewell	2002	71	8
Jimmie	2002	6	111
Jimmy	2002	5	1169
Joan	2002	111	221
Jodie	2002	111	20
Jody	2002	57	87
Joey	2002	92	448
Johnie	2002		13
Johnnie	2002	22	147
Jordan	2002	6148	11144
Jordin	2002	95	89
Jordon	2002	59	400
Jordyn	2002	2098	148
Journey	2002	239	28
Joy	2002	590	10
Jude	2002	36	423
June	2002	107	6
Justice	2002	725	830
Justine	2002	452	29
Kadence	2002	98	17
Kai	2002	157	1107
Kamari	2002	94	154
Kameron	2002	184	1233
Kamryn	2002	867	99
Karson	2002	62	270
Karsyn	2002	152	7
Karter	2002	18	101
Kasey	2002	566	172
Kay	2002	79	
Kaya	2002	498	47
Kayden	2002	150	454
Kaye	2002	16	
Keagan	2002	46	245
Keegan	2002	115	1284
Kellen	2002	17	269
Kelley	2002	170	20
Kelly	2002	2850	185
Kelsey	2002	2881	51
Kendal	2002	295	96
Kendall	2002	1642	524
Kennedy	2002	2511	195
Kenya	2002	494	33
Kerry	2002	141	130
Kieran	2002	57	399
Kiley	2002	730	7
Kim	2002	111	14
Kimberly	2002	4789	8
Kirby	2002	28	64
Kolby	2002	44	676
Kris	2002	16	72
Kristian	2002	114	533
Kyle	2002	45	10059
Kyrie	2002	54	22
Lacy	2002	186	
Landry	2002	71	71
Landyn	2002	23	78
Lane	2002	98	981
Lashawn	2002	20	33
Laurel	2002	375	
Lauren	2002	12322	34
Laverne	2002		8
Layne	2002	109	263
Lee	2002	42	439
Leigh	2002	83	8
Leighton	2002	30	128
Lennon	2002	33	74
Lennox	2002		37
Lesley	2002	471	11
Leslie	2002	3520	96
Lindsay	2002	1240	
Lindsey	2002	2813	20
Lindy	2002	85	
Logan	2002	921	12968
Lois	2002	83	
London	2002	278	187
Lonnie	2002	6	177
Loren	2002	224	125
Lou	2002	8	13
Louie	2002		88
Lupe	2002	13	6
Lynn	2002	138	37
Lyric	2002	328	46
Mackenzie	2002	6265	138
Madden	2002	18	13
Madison	2002	21772	104
Marion	2002	130	120
Marley	2002	404	78
Marlo	2002	32	28
Marty	2002	5	65
Mckenzie	2002	2340	36
Mckinley	2002	169	99
Memphis	2002	19	152
Meredith	2002	833	
Merle	2002		13
Messiah	2002	25	105
Micah	2002	397	2223
Michele	2002	207	20
Mickey	2002	7	86
Milan	2002	130	98
Monroe	2002	15	28
Montana	2002	366	124
Morgan	2002	8431	707
Nakia	2002	119	19
Nikita	2002	206	76
Noel	2002	192	548
Nova	2002	91	13
Oakley	2002	31	39
Odell	2002		23
Ollie	2002	12	22
Ora	2002	13	
Paris	2002	617	128
Parker	2002	315	3097
Pat	2002		5
Patsy	2002	30	
Paxton	2002	53	197
Payton	2002	1758	1273
Perry	2002	19	227
Peyton	2002	1702	1763
Phoenix	2002	149	321
Presley	2002	362	132
Quincy	2002	90	579
Quinn	2002	336	914
Raven	2002	1339	158
Ray	2002	9	376
Reagan	2002	1622	223
Reece	2002	152	780
Reese	2002	614	675
Regan	2002	737	61
Reilly	2002	305	204
Remington	2002	62	185
Remy	2002	75	105
Rene	2002	58	586
Rickie	2002	7	50
Riley	2002	3904	3958
River	2002	67	328
Robbie	2002	23	83
Robbin	2002	7	7
Robin	2002	271	122
Ronnie	2002	34	401
Rory	2002	187	258
Rowan	2002	206	205
Royce	2002		133
Rylan	2002	67	500
Rylee	2002	1616	172
Rylie	2002	660	46
Sage	2002	683	380
Sammie	2002	16	27
Sandy	2002	317	18
Santana	2002	108	99
Sasha	2002	809	32
Sawyer	2002	64	463
Semaj	2002	67	230
Shannon	2002	1757	234
Shaquille	2002		30
Shaun	2002	17	635
Shawn	2002	28	2615
Shea	2002	294	221
Shelby	2002	3959	108
Shelly	2002	123	
Shiloh	2002	89	65
Shirley	2002	259	
Sidney	2002	939	274
Skye	2002	648	50
Skylar	2002	2390	680
Skyler	2002	1160	1558
Spencer	2002	90	3448
Stacey	2002	314	39
Stacy	2002	386	61
Sterling	2002	77	357
Stevie	2002	164	52
Sullivan	2002	29	159
Sydney	2002	9031	76
Tate	2002	52	535
Tatum	2002	752	39
Tayler	2002	364	64
Taylor	2002	11464	1964
Teagan	2002	410	151
Teddy	2002	5	76
Tegan	2002	94	49
Terrell	2002		503
Terry	2002	30	686
Toby	2002	41	500
Tommie	2002	25	71
Tommy	2002	8	800
Tracey	2002	94	33
Tracy	2002	283	118
Trinity	2002	4382	67
Tristan	2002	263	3723
Tristen	2002	192	902
Tristin	2002	139	472
Unknown	2002	18	26
Van	2002	16	110
Vernon	2002		174
Whitney	2002	851	15
Willie	2002		569
Zion	2002	125	828
Addison	2003	1703	428
Adrian	2003	171	6108
Adriel	2003	23	212
Aidan	2003	229	10060
Aiden	2003	106	5683
Alexis	2003	14857	2719
Ali	2003	188	809
Alijah	2003	67	300
Allie	2003	971	
Allison	2003	5850	10
Alva	2003	16	5
Amani	2003	368	75
Amari	2003	784	613
Andrea	2003	4975	39
Angel	2003	2884	9150
Antonia	2003	345	11
Ari	2003	75	298
Arian	2003	39	110
Ariel	2003	1546	387
Armani	2003	255	268
Arya	2003	71	86
Asa	2003	20	301
Ashley	2003	14512	77
Ashton	2003	628	4215
Aspen	2003	493	35
Aubrey	2003	1757	137
August	2003	72	304
Avery	2003	3687	1594
Ayden	2003	123	1828
Azariah	2003	121	51
Baby	2003	245	245
Bailey	2003	3464	760
Bennie	2003		48
Bentley	2003	37	81
Beverly	2003	175	
Billie	2003	128	16
Billy	2003	11	600
Blair	2003	148	68
Blakely	2003	53	20
Bobbie	2003	108	9
Bobby	2003	8	559
Braelyn	2003	92	
Brandy	2003	454	22
Brennan	2003	41	1126
Briley	2003	121	50
Brook	2003	243	13
Brooke	2003	5965	9
Brooks	2003	8	268
Cadence	2003	620	64
Camden	2003	118	1294
Cameron	2003	1041	9959
Campbell	2003	260	164
Camryn	2003	998	143
Carey	2003	29	26
Carmen	2003	1289	47
Carol	2003	275	
Carroll	2003		15
Carson	2003	280	4861
Carter	2003	101	4171
Cary	2003		39
Casey	2003	987	1252
Cassidy	2003	2234	24
Cayden	2003	75	1012
Cecil	2003	8	101
Chandler	2003	172	1270
Channing	2003	51	46
Charley	2003	122	47
Charlie	2003	175	708
Cheyenne	2003	2474	32
Chris	2003	14	678
Christen	2003	91	43
Christian	2003	299	13891
Clare	2003	417	
Cleo	2003	58	7
Clyde	2003		115
Cody	2003	46	5395
Colby	2003	85	2170
Connie	2003	154	
Corey	2003	39	1886
Cortney	2003	156	25
Cory	2003	25	923
Coty	2003		29
Courtney	2003	3344	134
Cristian	2003	21	2802
Cruz	2003	16	359
Dakota	2003	915	3154
Dale	2003	14	407
Dallas	2003	187	683
Dana	2003	800	78
Darby	2003	215	46
Darcy	2003	142	7
Darian	2003	142	448
Darien	2003	43	326
Darnell	2003		291
Daryl	2003	11	175
Dean	2003		685
Dee	2003		10
Demetrius	2003		554
Deshawn	2003	5	464
Devan	2003	93	519
Deven	2003	27	477
Devin	2003	312	5644
Devon	2003	324	2523
Devyn	2003	282	324
Diamond	2003	1398	44
Dion	2003	6	201
Dominique	2003	673	328
Dominque	2003	32	34
Domonique	2003	68	37
Donnie	2003		153
Dorian	2003	60	559
Drew	2003	200	1573
Dusty	2003	20	93
Eddie	2003		671
Eden	2003	903	112
Elisha	2003	169	337
Elliot	2003	49	610
Elliott	2003	61	477
Ellis	2003	54	210
Emerson	2003	324	265
Emery	2003	155	122
Emory	2003	99	92
Erin	2003	3924	88
Fay	2003	25	
Finley	2003	43	74
Francis	2003	83	465
Frankie	2003	79	214
Freddie	2003		163
Gail	2003	37	
Gale	2003		7
Gayle	2003	10	
Gene	2003	5	106
Genesis	2003	1493	63
Gerry	2003		36
Gianni	2003	72	302
Grayson	2003	138	1024
Guadalupe	2003	1329	224
Hadley	2003	373	24
Harley	2003	993	611
Harper	2003	200	72
Haven	2003	459	112
Hayden	2003	490	5100
Hilary	2003	110	
Hunter	2003	324	9899
Imani	2003	953	27
Infant	2003	85	96
Ira	2003	13	103
Ivy	2003	748	13
Jackie	2003	135	147
Jade	2003	3390	92
Jaden	2003	1446	5182
Jadyn	2003	1179	187
Jaeden	2003	79	299
Jaelyn	2003	528	56
Jaiden	2003	726	972
Jaidyn	2003	288	77
Jaime	2003	265	1261
Jaimie	2003	82	6
Jamari	2003	46	519
Jamey	2003	32	22
Jamie	2003	1924	410
Jamison	2003	98	375
Jan	2003	10	191
Jayce	2003	55	431
Jayden	2003	1346	5542
Jaylen	2003	188	1814
Jaylin	2003	411	637
Jayme	2003	170	51
Jean	2003	89	267
Jensen	2003	70	104
Jerry	2003	6	1086
Jessie	2003	617	627
Jewel	2003	351	14
Jewell	2003	81	5
Jimmie	2003	6	143
Jimmy	2003		1125
Joan	2003	104	139
Jodie	2003	94	6
Jody	2003	44	100
Joey	2003	132	494
Johnie	2003		10
Johnnie	2003	21	142
Jordan	2003	5648	10324
Jordin	2003	84	85
Jordon	2003	61	396
Jordyn	2003	2189	157
Journey	2003	263	32
Joy	2003	581	12
Jude	2003	35	563
June	2003	92	10
Justice	2003	665	665
Justine	2003	464	31
Kadence	2003	275	41
Kai	2003	147	1215
Kamari	2003	101	187
Kameron	2003	130	1110
Kamryn	2003	762	119
Karson	2003	85	336
Karsyn	2003	158	5
Karter	2003	16	139
Kasey	2003	531	161
Kay	2003	66	6
Kaya	2003	519	18
Kayden	2003	253	725
Kaye	2003	14	
Keagan	2003	38	323
Keegan	2003	107	1271
Kellen	2003	30	387
Kelley	2003	129	24
Kelly	2003	2735	146
Kelsey	2003	2569	42
Kendal	2003	372	70
Kendall	2003	2182	493
Kennedy	2003	2773	170
Kenya	2003	475	15
Kerry	2003	100	112
Kieran	2003	52	429
Kiley	2003	850	13
Kim	2003	84	17
Kimberly	2003	4824	16
Kirby	2003	27	54
Kolby	2003	29	543
Kris	2003	12	59
Kristian	2003	91	573
Kyle	2003	61	8647
Kyrie	2003	70	19
Lacy	2003	297	16
Landry	2003	102	80
Landyn	2003	25	145
Lane	2003	89	1129
Lashawn	2003	21	51
Laurel	2003	404	
Lauren	2003	11045	23
Laverne	2003	5	5
Layne	2003	120	335
Lee	2003	43	403
Leigh	2003	83	6
Leighton	2003	30	118
Lennon	2003	15	98
Lennox	2003		35
Lesley	2003	451	12
Leslie	2003	3636	101
Lindsay	2003	1229	6
Lindsey	2003	2541	18
Lindy	2003	87	
Logan	2003	884	13182
Lois	2003	73	7
London	2003	314	191
Lonnie	2003		148
Loren	2003	239	100
Lou	2003	10	10
Louie	2003		86
Lupe	2003	5	8
Lynn	2003	142	29
Lyric	2003	389	39
Mackenzie	2003	5863	84
Madden	2003	25	28
Madison	2003	20197	86
Marion	2003	119	158
Marley	2003	486	84
Marlo	2003	36	37
Marty	2003	6	58
Mckenzie	2003	2250	33
Mckinley	2003	184	77
Memphis	2003	36	135
Meredith	2003	841	
Merle	2003	5	22
Messiah	2003	30	117
Micah	2003	371	2285
Michele	2003	213	18
Mickey	2003	12	75
Milan	2003	139	109
Monroe	2003	13	27
Montana	2003	304	85
Morgan	2003	7926	748
Nakia	2003	93	24
Nikita	2003	153	79
Noel	2003	185	514
Nova	2003	99	13
Oakley	2003	29	59
Odell	2003		19
Ollie	2003	10	22
Ora	2003	11	
Paris	2003	1157	117
Parker	2003	310	3184
Pat	2003		5
Patsy	2003	46	
Paxton	2003	59	174
Payton	2003	1619	1268
Perry	2003	25	209
Peyton	2003	1699	1768
Phoenix	2003	237	398
Presley	2003	404	125
Quincy	2003	99	548
Quinn	2003	394	1072
Raven	2003	1427	137
Ray	2003		336
Reagan	2003	1657	200
Reece	2003	180	757
Reese	2003	996	709
Regan	2003	669	55
Reilly	2003	276	196
Remington	2003	54	214
Remy	2003	75	105
Rene	2003	44	563
Rickie	2003	10	39
Riley	2003	4242	4076
River	2003	72	388
Robbie	2003	21	75
Robbin	2003	7	
Robin	2003	255	112
Ronnie	2003	34	418
Rory	2003	234	316
Rowan	2003	245	326
Royce	2003	7	136
Rylan	2003	73	603
Rylee	2003	2017	205
Rylie	2003	809	46
Sage	2003	747	351
Sammie	2003	17	29
Sandy	2003	296	20
Santana	2003	81	132
Sasha	2003	827	26
Sawyer	2003	69	570
Semaj	2003	82	230
Shannon	2003	1447	205
Shaquille	2003		34
Shaun	2003	12	687
Shawn	2003	30	2571
Shea	2003	318	205
Shelby	2003	3533	77
Shelly	2003	113	
Shiloh	2003	101	68
Shirley	2003	313	
Sidney	2003	951	285
Skye	2003	726	66
Skylar	2003	2304	632
Skyler	2003	1132	1486
Spencer	2003	54	2906
Stacey	2003	329	35
Stacy	2003	400	40
Sterling	2003	54	325
Stevie	2003	181	51
Sullivan	2003	20	171
Sydney	2003	8910	77
Tate	2003	48	644
Tatum	2003	788	44
Tayler	2003	354	71
Taylor	2003	10303	1828
Teagan	2003	429	143
Teddy	2003		79
Tegan	2003	137	60
Terrell	2003		516
Terry	2003	22	667
Toby	2003	64	581
Tommie	2003	21	64
Tommy	2003	9	670
Tracey	2003	64	22
Tracy	2003	303	145
Trinity	2003	5122	72
Tristan	2003	228	3633
Tristen	2003	243	850
Tristin	2003	131	434
Unknown	2003	28	31
Van	2003	5	143
Vernon	2003		167
Whitney	2003	674	15
Willie	2003		556
Zion	2003	137	878
Addison	2004	2054	430
Adrian	2004	170	6136
Adriel	2004	21	223
Aidan	2004	200	9817
Aiden	2004	123	7157
Alexis	2004	13464	4174
Ali	2004	282	725
Alijah	2004	56	333
Allie	2004	1104	9
Allison	2004	5871	24
Alva	2004	17	9
Amani	2004	468	113
Amari	2004	696	637
Andrea	2004	5053	54
Angel	2004	2612	9507
Antonia	2004	329	8
Ari	2004	72	297
Arian	2004	31	90
Ariel	2004	1543	416
Armani	2004	227	260
Arya	2004	120	84
Asa	2004	20	301
Ashley	2004	14369	88
Ashton	2004	411	5428
Aspen	2004	516	47
Aubrey	2004	1811	145
August	2004	74	301
Avery	2004	4041	1520
Ayden	2004	128	2183
Azariah	2004	128	48
Baby	2004	210	226
Bailey	2004	3306	599
Bennie	2004		66
Bentlee	2004	7	
Bentley	2004	45	101
Beverly	2004	192	
Billie	2004	98	27
Billy	2004	7	565
Blair	2004	152	85
Blakely	2004	56	16
Bobbie	2004	94	13
Bobby	2004	8	573
Braelyn	2004	165	20
Brandy	2004	416	24
Brennan	2004	63	1061
Briley	2004	216	60
Brook	2004	182	22
Brooke	2004	5707	22
Brooks	2004	8	332
Cadence	2004	1551	79
Camden	2004	160	1446
Cameron	2004	1276	8880
Campbell	2004	318	164
Camryn	2004	1514	144
Carey	2004	22	33
Carmen	2004	1363	36
Carol	2004	289	
Carroll	2004		12
Carson	2004	236	4379
Carter	2004	114	5008
Cary	2004	11	34
Casey	2004	817	1269
Cassidy	2004	2005	59
Cayden	2004	104	1241
Cecil	2004	5	100
Chandler	2004	136	1129
Channing	2004	52	40
Charley	2004	168	74
Charlie	2004	222	812
Cheyenne	2004	2184	40
Chris	2004	10	673
Christen	2004	86	55
Christian	2004	304	13908
Clare	2004	419	
Cleo	2004	51	6
Clyde	2004		137
Cody	2004	58	5121
Colby	2004	71	2064
Connie	2004	136	
Corey	2004	54	1671
Cortney	2004	125	24
Cory	2004	15	817
Coty	2004	7	38
Courtney	2004	2762	143
Cristian	2004	16	2855
Cruz	2004	27	406
Dakota	2004	1179	2914
Dale	2004	9	353
Dallas	2004	188	787
Dana	2004	703	65
Darby	2004	188	25
Darcy	2004	107	13
Darian	2004	111	421
Darien	2004	20	250
Darnell	2004		271
Daryl	2004	11	161
Dean	2004		746
Dee	2004		5
Demetrius	2004	6	592
Deshawn	2004		422
Devan	2004	83	486
Deven	2004	20	479
Devin	2004	341	5162
Devon	2004	290	2325
Devyn	2004	269	310
Diamond	2004	1222	30
Dion	2004	13	209
Dominique	2004	587	311
Dominque	2004	26	30
Domonique	2004	49	17
Donnie	2004	8	131
Dorian	2004	66	594
Drew	2004	240	1666
Dusty	2004	21	93
Eddie	2004	6	770
Eden	2004	941	140
Elisha	2004	201	359
Elliot	2004	82	665
Elliott	2004	64	565
Ellis	2004	48	212
Emerson	2004	268	266
Emery	2004	207	117
Emory	2004	119	120
Erin	2004	3366	89
Fay	2004	25	
Finley	2004	168	121
Francis	2004	71	455
Frankie	2004	109	250
Freddie	2004		129
Gail	2004	45	
Gayle	2004	8	
Gene	2004	5	108
Genesis	2004	1858	56
Gerry	2004		25
Gianni	2004	83	336
Grayson	2004	159	1196
Guadalupe	2004	1213	196
Hadley	2004	392	52
Harley	2004	876	557
Harper	2004	274	77
Haven	2004	411	117
Hayden	2004	483	5018
Hilary	2004	196	
Hunter	2004	353	8898
Imani	2004	800	40
Infant	2004	84	133
Ira	2004	11	107
Ivy	2004	802	12
Jackie	2004	148	119
Jade	2004	3049	102
Jaden	2004	1283	5147
Jadyn	2004	1120	224
Jaeden	2004	66	294
Jaelyn	2004	575	56
Jaiden	2004	704	1272
Jaidyn	2004	372	220
Jaime	2004	255	1194
Jaimie	2004	89	
Jamari	2004	29	614
Jamey	2004	36	18
Jamie	2004	1724	443
Jamison	2004	89	392
Jan	2004	9	235
Jayce	2004	45	459
Jayden	2004	1383	6922
Jaylen	2004	250	1791
Jaylin	2004	410	632
Jayme	2004	165	35
Jean	2004	77	294
Jensen	2004	56	125
Jerry	2004	7	1086
Jessie	2004	607	570
Jewel	2004	337	13
Jewell	2004	68	8
Jimmie	2004	9	128
Jimmy	2004		1133
Joan	2004	94	161
Jodie	2004	80	15
Jody	2004	49	103
Joey	2004	121	507
Johnie	2004		14
Johnnie	2004	21	138
Jordan	2004	4442	9545
Jordin	2004	80	89
Jordon	2004	35	354
Jordyn	2004	1833	182
Journey	2004	259	29
Joy	2004	612	6
Jude	2004	34	755
June	2004	112	10
Justice	2004	591	651
Justine	2004	407	23
Kadence	2004	797	54
Kai	2004	164	1324
Kamari	2004	108	223
Kameron	2004	167	1153
Kamryn	2004	1076	113
Karson	2004	67	354
Karsyn	2004	185	19
Karter	2004	21	143
Kasey	2004	487	271
Kay	2004	66	7
Kaya	2004	528	33
Kayden	2004	354	972
Kaye	2004	16	
Keagan	2004	47	286
Keegan	2004	118	1289
Kellen	2004	37	475
Kelley	2004	106	19
Kelly	2004	2354	160
Kelsey	2004	2198	72
Kendal	2004	565	92
Kendall	2004	2359	485
Kennedy	2004	2886	183
Kenya	2004	432	27
Kerry	2004	86	172
Kieran	2004	56	425
Kiley	2004	840	10
Kim	2004	91	18
Kimberly	2004	4842	20
Kirby	2004	23	60
Kolby	2004	30	497
Kris	2004	18	63
Kristian	2004	87	512
Kyle	2004	74	7819
Kyrie	2004	69	24
Lacy	2004	273	7
Landry	2004	148	88
Landyn	2004	48	210
Lane	2004	79	1067
Lashawn	2004	18	48
Laurel	2004	355	
Lauren	2004	9981	47
Laverne	2004		7
Layne	2004	109	320
Lee	2004	43	412
Leigh	2004	72	7
Leighton	2004	32	99
Lennon	2004	30	98
Lennox	2004		37
Lesley	2004	451	9
Leslie	2004	3498	90
Lindsay	2004	1354	9
Lindsey	2004	2254	30
Lindy	2004	76	
Logan	2004	900	13136
Lois	2004	64	
London	2004	411	202
Lonnie	2004	11	153
Loren	2004	216	106
Lou	2004	10	16
Louie	2004		84
Lupe	2004	20	15
Lynn	2004	126	22
Lyric	2004	371	52
Mackenzie	2004	5723	106
Madden	2004	23	44
Madison	2004	20614	207
Marion	2004	112	137
Marley	2004	556	76
Marlo	2004	35	24
Marty	2004	5	49
Mckenzie	2004	2183	47
Mckinley	2004	219	90
Memphis	2004	31	150
Meredith	2004	953	8
Merle	2004	5	20
Messiah	2004	46	136
Micah	2004	344	2486
Michele	2004	196	18
Mickey	2004	6	82
Milan	2004	191	121
Monroe	2004	26	19
Montana	2004	237	102
Morgan	2004	7293	1008
Nakia	2004	108	21
Nikita	2004	149	88
Noel	2004	168	571
Nova	2004	114	22
Oakley	2004	41	56
Odell	2004		19
Ollie	2004	10	17
Ora	2004	13	
Paris	2004	2150	96
Parker	2004	414	3062
Patsy	2004	13	
Paxton	2004	45	197
Payton	2004	2077	1396
Perry	2004	32	223
Peyton	2004	2390	2481
Phoenix	2004	279	416
Presley	2004	507	126
Quincy	2004	86	538
Quinn	2004	401	1034
Raven	2004	1218	102
Ray	2004		391
Reagan	2004	2268	366
Reece	2004	219	695
Reese	2004	1240	698
Regan	2004	726	64
Reilly	2004	268	168
Remington	2004	54	221
Remy	2004	94	110
Rene	2004	42	573
Rickie	2004	10	37
Riley	2004	4981	4109
River	2004	100	419
Robbie	2004	24	62
Robin	2004	251	132
Ronnie	2004	31	438
Rory	2004	201	264
Rowan	2004	379	529
Royce	2004		148
Rylan	2004	93	746
Rylee	2004	2374	233
Rylie	2004	994	67
Sage	2004	879	310
Sammie	2004	26	28
Sandy	2004	317	16
Santana	2004	85	113
Sasha	2004	849	35
Sawyer	2004	103	592
Semaj	2004	78	254
Shannon	2004	1255	201
Shaquille	2004		24
Shaun	2004	19	660
Shawn	2004	39	2408
Shea	2004	329	195
Shelby	2004	2987	87
Shelly	2004	100	
Shiloh	2004	103	68
Shirley	2004	240	
Sidney	2004	836	267
Skye	2004	760	46
Skylar	2004	2171	536
Skyler	2004	1031	1422
Spencer	2004	69	2660
Stacey	2004	296	39
Stacy	2004	431	51
Sterling	2004	63	300
Stevie	2004	173	41
Sullivan	2004	18	177
Sydney	2004	8364	101
Tate	2004	51	700
Tatum	2004	813	71
Tayler	2004	321	62
Taylor	2004	9300	1612
Teagan	2004	548	189
Teddy	2004	5	68
Tegan	2004	138	79
Terrell	2004		511
Terry	2004	49	655
Toby	2004	65	612
Tommie	2004	29	64
Tommy	2004	9	685
Tracey	2004	78	28
Tracy	2004	254	108
Trinity	2004	5630	91
Tristan	2004	209	3476
Tristen	2004	216	911
Tristin	2004	131	403
Unknown	2004	16	23
Van	2004	11	153
Vernon	2004		143
Whitney	2004	676	24
Willie	2004		491
Zion	2004	212	1007
Addison	2005	3021	393
Adrian	2005	168	6715
Adriel	2005	14	242
Aidan	2005	156	9756
Aiden	2005	129	9080
Alexis	2005	11959	3049
Ali	2005	238	758
Alijah	2005	50	378
Allie	2005	1280	7
Allison	2005	5631	13
Alva	2005	12	5
Amani	2005	430	87
Amari	2005	633	666
Andrea	2005	4665	44
Angel	2005	2383	10979
Antonia	2005	305	10
Ari	2005	64	285
Arian	2005	37	104
Ariel	2005	1566	438
Armani	2005	257	282
Arya	2005	113	82
Asa	2005	42	348
Ashley	2005	13270	69
Ashton	2005	334	4061
Aspen	2005	525	46
Aubrey	2005	2263	148
August	2005	87	343
Avery	2005	4651	1661
Ayden	2005	155	2720
Azariah	2005	187	77
Baby	2005	128	185
Bailey	2005	2988	476
Bennie	2005		52
Bentlee	2005	7	
Bentley	2005	56	130
Beverly	2005	154	
Billie	2005	85	23
Billy	2005		560
Blair	2005	164	43
Blakely	2005	59	14
Bobbie	2005	90	11
Bobby	2005		504
Braelyn	2005	192	23
Brandy	2005	378	33
Brennan	2005	47	1054
Briley	2005	219	90
Brook	2005	185	19
Brooke	2005	5565	11
Brooks	2005	17	338
Cadence	2005	1668	72
Camden	2005	133	1463
Cameron	2005	1240	8567
Campbell	2005	389	186
Camryn	2005	1442	180
Carey	2005	26	27
Carmen	2005	1227	54
Carol	2005	350	14
Carroll	2005	5	8
Carson	2005	214	4352
Carter	2005	120	5897
Cary	2005	14	30
Casey	2005	769	1101
Cassidy	2005	1832	40
Cayden	2005	117	1572
Cecil	2005		108
Chandler	2005	155	870
Channing	2005	76	57
Charley	2005	192	69
Charlie	2005	257	932
Cheyenne	2005	1964	16
Chris	2005	9	719
Christen	2005	86	38
Christian	2005	218	14194
Clare	2005	411	
Cleo	2005	51	12
Clyde	2005		124
Cody	2005	26	4523
Colby	2005	54	1602
Connie	2005	129	
Corey	2005	31	1703
Cortney	2005	95	14
Cory	2005	18	772
Coty	2005	5	20
Courtney	2005	2195	141
Cristian	2005	26	2743
Cruz	2005	19	477
Dakota	2005	1510	2715
Dale	2005	10	323
Dallas	2005	178	814
Dana	2005	790	74
Darby	2005	197	25
Darcy	2005	120	9
Darian	2005	99	373
Darien	2005	23	259
Darnell	2005		288
Daryl	2005	10	185
Dean	2005	8	754
Dee	2005		13
Demetrius	2005		496
Deshawn	2005		381
Devan	2005	81	423
Deven	2005	20	456
Devin	2005	277	4709
Devon	2005	255	2094
Devyn	2005	290	274
Diamond	2005	1057	27
Dion	2005	15	180
Dominique	2005	542	304
Dominque	2005	17	31
Domonique	2005	47	14
Donnie	2005		129
Dorian	2005	47	621
Drew	2005	251	1949
Dusty	2005	21	105
Eddie	2005	7	705
Eden	2005	1000	134
Elisha	2005	158	376
Elliot	2005	100	750
Elliott	2005	93	658
Ellis	2005	85	246
Emerson	2005	683	387
Emery	2005	318	167
Emory	2005	99	114
Erin	2005	2906	69
Fay	2005	16	
Finley	2005	248	136
Francis	2005	64	463
Frankie	2005	106	282
Freddie	2005		137
Gail	2005	24	
Gale	2005	8	5
Gayle	2005	9	
Gene	2005	6	93
Genesis	2005	2223	67
Gerry	2005		34
Gianni	2005	71	418
Grayson	2005	162	1306
Guadalupe	2005	1272	183
Hadley	2005	450	41
Harley	2005	841	484
Harper	2005	361	139
Haven	2005	450	135
Hayden	2005	746	5916
Hilary	2005	219	
Hunter	2005	236	8505
Imani	2005	757	23
Infant	2005	79	95
Ira	2005	11	93
Ivy	2005	1043	13
Jackie	2005	128	115
Jade	2005	2895	97
Jaden	2005	1186	4847
Jadyn	2005	1312	296
Jaeden	2005	63	263
Jaelyn	2005	606	51
Jaiden	2005	653	1564
Jaidyn	2005	467	185
Jaime	2005	197	1255
Jaimie	2005	68	
Jamari	2005	43	631
Jamey	2005	31	26
Jamie	2005	1598	435
Jamison	2005	104	432
Jan	2005	10	214
Jayce	2005	54	559
Jayden	2005	1519	8249
Jaylen	2005	217	1996
Jaylin	2005	426	608
Jayme	2005	132	33
Jean	2005	80	242
Jensen	2005	59	150
Jerry	2005	5	1040
Jessie	2005	507	590
Jewel	2005	309	12
Jewell	2005	57	12
Jimmie	2005		100
Jimmy	2005		1085
Joan	2005	104	173
Jodie	2005	95	12
Jody	2005	38	78
Joey	2005	146	482
Johnie	2005		15
Johnnie	2005	30	146
Jordan	2005	3690	9389
Jordin	2005	55	95
Jordon	2005	42	309
Jordyn	2005	1843	187
Journey	2005	340	39
Joy	2005	581	9
Jude	2005	42	1083
June	2005	115	10
Justice	2005	536	596
Justine	2005	322	34
Kadence	2005	910	42
Kai	2005	184	1409
Kamari	2005	139	276
Kameron	2005	189	1175
Kamryn	2005	1199	138
Karson	2005	77	378
Karsyn	2005	189	15
Karter	2005	10	202
Kasey	2005	473	344
Kay	2005	60	5
Kaya	2005	434	21
Kayden	2005	450	1297
Kaye	2005	14	
Keagan	2005	47	327
Keegan	2005	109	1390
Kellen	2005	20	471
Kelley	2005	73	16
Kelly	2005	1951	127
Kelsey	2005	1960	38
Kendal	2005	417	75
