Birth Country,Category,Country,Name,Nobel Laureats,Year
Norway,Physics,United States,Ivar Giaever,1,1973
Russia,Physics,United States,Alexei A. Abrikosov,1,2003
Switzerland,Physics,United States,Felix Bloch,1,1952
the Netherlands,Physics,United States,Nicolaas Bloembergen,1,1981
United Kingdom,Physics,United States,Anthony J. Leggett,1,2003
United States,Physics,United States,Robert A. Millikan,1,1923
United States,Physics,United States,Arthur H. Compton,1,1927
United States,Physics,United States,Carl Anderson,1,1936
United States,Physics,United States,Clinton Davisson,1,1937
United States,Physics,United States,Ernest Lawrence,1,1939
United States,Physics,United States,Percy W. Bridgman,1,1946
United States,Physics,United States,E. M. Purcell,1,1952
United States,Physics,United States,Willis E. Lamb,1,1955
United States,Physics,United States,John Bardeen,1,1956
United States,Physics,United States,Walter H. Brattain,1,1956
United States,Physics,United States,William B. Shockley,1,1956
United States,Physics,United States,Owen Chamberlain,1,1959
United States,Physics,United States,Donald A. Glaser,1,1960
United States,Physics,United States,Robert Hofstadter,1,1961
United States,Physics,United States,Charles H. Townes,1,1964
United States,Physics,United States,Julian Schwinger,1,1965
United States,Physics,United States,Richard P. Feynman,1,1965
United States,Physics,United States,Luis Alvarez,1,1968
United States,Physics,United States,Murray Gell-Mann,1,1969
United States,Physics,United States,Ben R. Mottelson*,1,1975
United States,Physics,United States,James Rainwater,1,1975
United States,Physics,United States,Burton Richter,1,1976
United States,Physics,United States,Samuel C. C. Ting,1,1976
United States,Physics,United States,John H. van Vleck,1,1977
United States,Physics,United States,Philip Anderson,1,1977
United States,Physics,United States,Robert Woodrow Wilson,1,1978
United States,Physics,United States,Sheldon Glashow,1,1979
United States,Physics,United States,Steven Weinberg,1,1979
United States,Physics,United States,James Cronin,1,1980
United States,Physics,United States,Val Fitch,1,1980
United States,Physics,United States,Arthur L. Schawlow,1,1981
United States,Physics,United States,Kenneth G. Wilson,1,1982
United States,Physics,United States,William A. Fowler,1,1983
United States,Physics,United States,Leon M. Lederman,1,1988
United States,Physics,United States,Melvin Schwartz,1,1988
United States,Physics,United States,Norman F. Ramsey,1,1989
United States,Physics,United States,Henry W. Kendall,1,1990
United States,Physics,United States,Jerome I. Friedman,1,1990
United States,Physics,United States,Joseph H. Taylor Jr.,1,1993
United States,Physics,United States,Russell A. Hulse,1,1993
United States,Physics,United States,Clifford G. Shull,1,1994
United States,Physics,United States,Frederick Reines,1,1995
United States,Physics,United States,Martin L. Perl,1,1995
United States,Physics,United States,David M. Lee,1,1996
United States,Physics,United States,Douglas D. Osheroff,1,1996
United States,Physics,United States,Robert C. Richardson,1,1996
United States,Physics,United States,Steven Chu,1,1997
United States,Physics,United States,William D. Phillips,1,1997
United States,Physics,United States,Robert B. Laughlin,1,1998
United States,Physics,United States,Jack Kilby,1,2000
United States,Physics,United States,Carl E. Wieman,1,2001
United States,Physics,United States,Eric A. Cornell,1,2001
United States,Physics,United States,Raymond Davis Jr.,1,2002
United States,Physics,United States,David J. Gross,1,2004
United States,Physics,United States,Frank Wilczek,1,2004
United States,Physics,United States,H. David Politzer,1,2004
United States,Physics,United States,John L. Hall,1,2005
United States,Physics,United States,Roy J. Glauber,1,2005
United States,Physics,United States,George F. Smoot,1,2006
United States,Physics,United States,John C. Mather,1,2006
United States,Physics,United States,George E. Smith,1,2009
